"","X","Periodo","Renta.anual.neta.media.por.persona.y.por.unidad.de.consumo","Edad","Sexo","value"
"316",316,2022,"Renta media por unidad de consumo","65 y más años","Ambos sexos",19009
"317",317,2021,"Renta media por unidad de consumo","65 y más años","Ambos sexos",18685
"318",318,2020,"Renta media por unidad de consumo","65 y más años","Ambos sexos",18304
"319",319,2019,"Renta media por unidad de consumo","65 y más años","Ambos sexos",17233
"320",320,2018,"Renta media por unidad de consumo","65 y más años","Ambos sexos",16516
"321",321,2017,"Renta media por unidad de consumo","65 y más años","Ambos sexos",16197
"322",322,2016,"Renta media por unidad de consumo","65 y más años","Ambos sexos",16041
"323",323,2015,"Renta media por unidad de consumo","65 y más años","Ambos sexos",15774
"324",324,2014,"Renta media por unidad de consumo","65 y más años","Ambos sexos",15809
"325",325,2013,"Renta media por unidad de consumo","65 y más años","Ambos sexos",15574
"326",326,2012,"Renta media por unidad de consumo","65 y más años","Ambos sexos",15549
"327",327,2011,"Renta media por unidad de consumo","65 y más años","Ambos sexos",15053
"328",328,2010,"Renta media por unidad de consumo","65 y más años","Ambos sexos",15566
"329",329,2009,"Renta media por unidad de consumo","65 y más años","Ambos sexos",15390
"330",330,2008,"Renta media por unidad de consumo","65 y más años","Ambos sexos",14387
"331",331,2022,"Renta media por persona (con alquiler imputado)","65 y más años","Ambos sexos",18046
"332",332,2021,"Renta media por persona (con alquiler imputado)","65 y más años","Ambos sexos",17544
"333",333,2020,"Renta media por persona (con alquiler imputado)","65 y más años","Ambos sexos",17099
"334",334,2019,"Renta media por persona (con alquiler imputado)","65 y más años","Ambos sexos",16339
"335",335,2018,"Renta media por persona (con alquiler imputado)","65 y más años","Ambos sexos",15619
"336",336,2017,"Renta media por persona (con alquiler imputado)","65 y más años","Ambos sexos",15370
"337",337,2016,"Renta media por persona (con alquiler imputado)","65 y más años","Ambos sexos",15098
"338",338,2015,"Renta media por persona (con alquiler imputado)","65 y más años","Ambos sexos",14798
"339",339,2014,"Renta media por persona (con alquiler imputado)","65 y más años","Ambos sexos",15012
"340",340,2013,"Renta media por persona (con alquiler imputado)","65 y más años","Ambos sexos",14378
"341",341,2012,"Renta media por persona (con alquiler imputado)","65 y más años","Ambos sexos",14470
"342",342,2011,"Renta media por persona (con alquiler imputado)","65 y más años","Ambos sexos",14098
"343",343,2010,"Renta media por persona (con alquiler imputado)","65 y más años","Ambos sexos",14539
"344",344,2009,"Renta media por persona (con alquiler imputado)","65 y más años","Ambos sexos",14280
"345",345,2008,"Renta media por persona (con alquiler imputado)","65 y más años","Ambos sexos",13546
"346",346,2022,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Ambos sexos",23023
"347",347,2021,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Ambos sexos",22518
"348",348,2020,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Ambos sexos",21961
"349",349,2019,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Ambos sexos",20941
"350",350,2018,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Ambos sexos",20012
"351",351,2017,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Ambos sexos",19677
"352",352,2016,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Ambos sexos",19322
"353",353,2015,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Ambos sexos",18952
"354",354,2014,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Ambos sexos",19278
"355",355,2013,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Ambos sexos",18556
"356",356,2012,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Ambos sexos",18764
"357",357,2011,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Ambos sexos",18325
"358",358,2010,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Ambos sexos",18980
"359",359,2009,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Ambos sexos",18591
"360",360,2008,"Renta media por unidad de consumo (con alquiler imputado)","65 y más años","Ambos sexos",17657
"361",361,2022,"Renta neta media por persona","Menos de 18 años","Ambos sexos",9666
"362",362,2021,"Renta neta media por persona","Menos de 18 años","Ambos sexos",9120
"363",363,2020,"Renta neta media por persona","Menos de 18 años","Ambos sexos",9110
"364",364,2019,"Renta neta media por persona","Menos de 18 años","Ambos sexos",8944
"365",365,2018,"Renta neta media por persona","Menos de 18 años","Ambos sexos",8909
"366",366,2017,"Renta neta media por persona","Menos de 18 años","Ambos sexos",8479
"367",367,2016,"Renta neta media por persona","Menos de 18 años","Ambos sexos",8153
"368",368,2015,"Renta neta media por persona","Menos de 18 años","Ambos sexos",7824
"369",369,2014,"Renta neta media por persona","Menos de 18 años","Ambos sexos",7702
"370",370,2013,"Renta neta media por persona","Menos de 18 años","Ambos sexos",7710
"371",371,2012,"Renta neta media por persona","Menos de 18 años","Ambos sexos",8155
"372",372,2011,"Renta neta media por persona","Menos de 18 años","Ambos sexos",8259
"373",373,2010,"Renta neta media por persona","Menos de 18 años","Ambos sexos",8354
"374",374,2009,"Renta neta media por persona","Menos de 18 años","Ambos sexos",8468
"375",375,2008,"Renta neta media por persona","Menos de 18 años","Ambos sexos",8024
"376",376,2022,"Renta media por unidad de consumo","Menos de 18 años","Ambos sexos",17350
"377",377,2021,"Renta media por unidad de consumo","Menos de 18 años","Ambos sexos",16356
"378",378,2020,"Renta media por unidad de consumo","Menos de 18 años","Ambos sexos",16299
"379",379,2019,"Renta media por unidad de consumo","Menos de 18 años","Ambos sexos",15997
"380",380,2018,"Renta media por unidad de consumo","Menos de 18 años","Ambos sexos",15948
"381",381,2017,"Renta media por unidad de consumo","Menos de 18 años","Ambos sexos",15112
"382",382,2016,"Renta media por unidad de consumo","Menos de 18 años","Ambos sexos",14572
"383",383,2015,"Renta media por unidad de consumo","Menos de 18 años","Ambos sexos",13991
"384",384,2014,"Renta media por unidad de consumo","Menos de 18 años","Ambos sexos",13791
"385",385,2013,"Renta media por unidad de consumo","Menos de 18 años","Ambos sexos",13798
"386",386,2012,"Renta media por unidad de consumo","Menos de 18 años","Ambos sexos",14647
"387",387,2011,"Renta media por unidad de consumo","Menos de 18 años","Ambos sexos",14807
"388",388,2010,"Renta media por unidad de consumo","Menos de 18 años","Ambos sexos",14959
"389",389,2009,"Renta media por unidad de consumo","Menos de 18 años","Ambos sexos",15200
"390",390,2008,"Renta media por unidad de consumo","Menos de 18 años","Ambos sexos",14358
"391",391,2022,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Ambos sexos",10909
"392",392,2021,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Ambos sexos",10304
"393",393,2020,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Ambos sexos",10284
"394",394,2019,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Ambos sexos",10092
"395",395,2018,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Ambos sexos",10037
"396",396,2017,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Ambos sexos",9552
"397",397,2016,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Ambos sexos",9134
"398",398,2015,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Ambos sexos",8763
"399",399,2014,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Ambos sexos",8641
"400",400,2013,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Ambos sexos",8581
"401",401,2012,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Ambos sexos",9034
"402",402,2011,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Ambos sexos",9258
"403",403,2010,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Ambos sexos",9327
"404",404,2009,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Ambos sexos",9307
"405",405,2008,"Renta media por persona (con alquiler imputado)","Menos de 18 años","Ambos sexos",8899
"406",406,2022,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Ambos sexos",19561
"407",407,2021,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Ambos sexos",18458
"408",408,2020,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Ambos sexos",18384
"409",409,2019,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Ambos sexos",18033
"410",410,2018,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Ambos sexos",17945
"411",411,2017,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Ambos sexos",17006
"412",412,2016,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Ambos sexos",16308
"413",413,2015,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Ambos sexos",15652
"414",414,2014,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Ambos sexos",15451
"415",415,2013,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Ambos sexos",15339
"416",416,2012,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Ambos sexos",16209
"417",417,2011,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Ambos sexos",16580
"418",418,2010,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Ambos sexos",16687
"419",419,2009,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Ambos sexos",16690
"420",420,2008,"Renta media por unidad de consumo (con alquiler imputado)","Menos de 18 años","Ambos sexos",15911
"421",421,2022,"Renta neta media por persona","De 18 a 64 años","Ambos sexos",13377
"422",422,2021,"Renta neta media por persona","De 18 a 64 años","Ambos sexos",12487
"423",423,2020,"Renta neta media por persona","De 18 a 64 años","Ambos sexos",12624
"424",424,2019,"Renta neta media por persona","De 18 a 64 años","Ambos sexos",11961
"425",425,2018,"Renta neta media por persona","De 18 a 64 años","Ambos sexos",11727
"426",426,2017,"Renta neta media por persona","De 18 a 64 años","Ambos sexos",11390
"427",427,2016,"Renta neta media por persona","De 18 a 64 años","Ambos sexos",10948
"428",428,2015,"Renta neta media por persona","De 18 a 64 años","Ambos sexos",10650
"429",429,2014,"Renta neta media por persona","De 18 a 64 años","Ambos sexos",10660
"430",430,2013,"Renta neta media por persona","De 18 a 64 años","Ambos sexos",10942
"431",431,2012,"Renta neta media por persona","De 18 a 64 años","Ambos sexos",11252
"432",432,2011,"Renta neta media por persona","De 18 a 64 años","Ambos sexos",11415
"433",433,2010,"Renta neta media por persona","De 18 a 64 años","Ambos sexos",11964
"434",434,2009,"Renta neta media por persona","De 18 a 64 años","Ambos sexos",12002
"435",435,2008,"Renta neta media por persona","De 18 a 64 años","Ambos sexos",11428
"436",436,2022,"Renta media por unidad de consumo","De 18 a 64 años","Ambos sexos",19703
"437",437,2021,"Renta media por unidad de consumo","De 18 a 64 años","Ambos sexos",18411
"438",438,2020,"Renta media por unidad de consumo","De 18 a 64 años","Ambos sexos",18565
"439",439,2019,"Renta media por unidad de consumo","De 18 a 64 años","Ambos sexos",17666
"440",440,2018,"Renta media por unidad de consumo","De 18 a 64 años","Ambos sexos",17344
"441",441,2017,"Renta media por unidad de consumo","De 18 a 64 años","Ambos sexos",16814
"442",442,2016,"Renta media por unidad de consumo","De 18 a 64 años","Ambos sexos",16149
"443",443,2015,"Renta media por unidad de consumo","De 18 a 64 años","Ambos sexos",15706
"444",444,2014,"Renta media por unidad de consumo","De 18 a 64 años","Ambos sexos",15752
"445",445,2013,"Renta media por unidad de consumo","De 18 a 64 años","Ambos sexos",16167
"446",446,2012,"Renta media por unidad de consumo","De 18 a 64 años","Ambos sexos",16678
"447",447,2011,"Renta media por unidad de consumo","De 18 a 64 años","Ambos sexos",16997
"448",448,2010,"Renta media por unidad de consumo","De 18 a 64 años","Ambos sexos",17802
"449",449,2009,"Renta media por unidad de consumo","De 18 a 64 años","Ambos sexos",17949
"450",450,2008,"Renta media por unidad de consumo","De 18 a 64 años","Ambos sexos",17120
"451",451,2022,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Ambos sexos",15308
"452",452,2021,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Ambos sexos",14350
"453",453,2020,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Ambos sexos",14436
"454",454,2019,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Ambos sexos",13689
"455",455,2018,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Ambos sexos",13422
"456",456,2017,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Ambos sexos",13041
"457",457,2016,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Ambos sexos",12475
"458",458,2015,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Ambos sexos",12115
"459",459,2014,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Ambos sexos",12155
"460",460,2013,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Ambos sexos",12321
"461",461,2012,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Ambos sexos",12687
"462",462,2011,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Ambos sexos",12955
"463",463,2010,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Ambos sexos",13522
"464",464,2009,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Ambos sexos",13370
"465",465,2008,"Renta media por persona (con alquiler imputado)","De 18 a 64 años","Ambos sexos",12815
"466",466,2022,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Ambos sexos",22435
"467",467,2021,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Ambos sexos",21044
"468",468,2020,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Ambos sexos",21124
"469",469,2019,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Ambos sexos",20120
"470",470,2018,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Ambos sexos",19759
"471",471,2017,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Ambos sexos",19156
"472",472,2016,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Ambos sexos",18319
"473",473,2015,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Ambos sexos",17789
"474",474,2014,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Ambos sexos",17877
"475",475,2013,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Ambos sexos",18125
"476",476,2012,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Ambos sexos",18712
"477",477,2011,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Ambos sexos",19199
"478",478,2010,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Ambos sexos",20025
"479",479,2009,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Ambos sexos",19916
"480",480,2008,"Renta media por unidad de consumo (con alquiler imputado)","De 18 a 64 años","Ambos sexos",19131
"481",481,2022,"Renta neta media por persona","Total","Hombres",13180
"482",482,2021,"Renta neta media por persona","Total","Hombres",12358
"483",483,2020,"Renta neta media por persona","Total","Hombres",12433
"484",484,2019,"Renta neta media por persona","Total","Hombres",11768
"485",485,2018,"Renta neta media por persona","Total","Hombres",11549
"486",486,2017,"Renta neta media por persona","Total","Hombres",11153
"487",487,2016,"Renta neta media por persona","Total","Hombres",10766
"488",488,2015,"Renta neta media por persona","Total","Hombres",10479
"489",489,2014,"Renta neta media por persona","Total","Hombres",10469
"490",490,2013,"Renta neta media por persona","Total","Hombres",10576
"491",491,2012,"Renta neta media por persona","Total","Hombres",10879
"492",492,2011,"Renta neta media por persona","Total","Hombres",10957
"493",493,2010,"Renta neta media por persona","Total","Hombres",11374
"494",494,2009,"Renta neta media por persona","Total","Hombres",11561
"495",495,2008,"Renta neta media por persona","Total","Hombres",10910
"496",496,2022,"Renta media por unidad de consumo","Total","Hombres",19440
"497",497,2021,"Renta media por unidad de consumo","Total","Hombres",18275
"498",498,2020,"Renta media por unidad de consumo","Total","Hombres",18339
"499",499,2019,"Renta media por unidad de consumo","Total","Hombres",17449
"500",500,2018,"Renta media por unidad de consumo","Total","Hombres",17187
"501",501,2017,"Renta media por unidad de consumo","Total","Hombres",16537
"502",502,2016,"Renta media por unidad de consumo","Total","Hombres",15969
"503",503,2015,"Renta media por unidad de consumo","Total","Hombres",15491
"504",504,2014,"Renta media por unidad de consumo","Total","Hombres",15536
"505",505,2013,"Renta media por unidad de consumo","Total","Hombres",15722
"506",506,2012,"Renta media por unidad de consumo","Total","Hombres",16278
"507",507,2011,"Renta media por unidad de consumo","Total","Hombres",16494
"508",508,2010,"Renta media por unidad de consumo","Total","Hombres",17128
"509",509,2009,"Renta media por unidad de consumo","Total","Hombres",17408
"510",510,2008,"Renta media por unidad de consumo","Total","Hombres",16471
"511",511,2022,"Renta media por persona (con alquiler imputado)","Total","Hombres",15202
"512",512,2021,"Renta media por persona (con alquiler imputado)","Total","Hombres",14291
"513",513,2020,"Renta media por persona (con alquiler imputado)","Total","Hombres",14307
"514",514,2019,"Renta media por persona (con alquiler imputado)","Total","Hombres",13580
"515",515,2018,"Renta media por persona (con alquiler imputado)","Total","Hombres",13311
"516",516,2017,"Renta media por persona (con alquiler imputado)","Total","Hombres",12874
"517",517,2016,"Renta media por persona (con alquiler imputado)","Total","Hombres",12352
"518",518,2015,"Renta media por persona (con alquiler imputado)","Total","Hombres",12010
"519",519,2014,"Renta media por persona (con alquiler imputado)","Total","Hombres",12048
"520",520,2013,"Renta media por persona (con alquiler imputado)","Total","Hombres",11999
"521",521,2012,"Renta media por persona (con alquiler imputado)","Total","Hombres",12353
"522",522,2011,"Renta media por persona (con alquiler imputado)","Total","Hombres",12510
"523",523,2010,"Renta media por persona (con alquiler imputado)","Total","Hombres",12955
"524",524,2009,"Renta media por persona (con alquiler imputado)","Total","Hombres",12971
"525",525,2008,"Renta media por persona (con alquiler imputado)","Total","Hombres",12336
"526",526,2022,"Renta media por unidad de consumo (con alquiler imputado)","Total","Hombres",22284
"527",527,2021,"Renta media por unidad de consumo (con alquiler imputado)","Total","Hombres",20997
"528",528,2020,"Renta media por unidad de consumo (con alquiler imputado)","Total","Hombres",20984
"529",529,2019,"Renta media por unidad de consumo (con alquiler imputado)","Total","Hombres",20015
"530",530,2018,"Renta media por unidad de consumo (con alquiler imputado)","Total","Hombres",19688
"531",531,2017,"Renta media por unidad de consumo (con alquiler imputado)","Total","Hombres",18967
"532",532,2016,"Renta media por unidad de consumo (con alquiler imputado)","Total","Hombres",18215
"533",533,2015,"Renta media por unidad de consumo (con alquiler imputado)","Total","Hombres",17656
"534",534,2014,"Renta media por unidad de consumo (con alquiler imputado)","Total","Hombres",17763
"535",535,2013,"Renta media por unidad de consumo (con alquiler imputado)","Total","Hombres",17738
"536",536,2012,"Renta media por unidad de consumo (con alquiler imputado)","Total","Hombres",18364
"537",537,2011,"Renta media por unidad de consumo (con alquiler imputado)","Total","Hombres",18726
"538",538,2010,"Renta media por unidad de consumo (con alquiler imputado)","Total","Hombres",19393
"539",539,2009,"Renta media por unidad de consumo (con alquiler imputado)","Total","Hombres",19429
"540",540,2008,"Renta media por unidad de consumo (con alquiler imputado)","Total","Hombres",18530
"541",541,2022,"Renta neta media por persona","Menores de 16 años","Hombres",9446
"542",542,2021,"Renta neta media por persona","Menores de 16 años","Hombres",8932
"543",543,2020,"Renta neta media por persona","Menores de 16 años","Hombres",8888
"544",544,2019,"Renta neta media por persona","Menores de 16 años","Hombres",8938
"545",545,2018,"Renta neta media por persona","Menores de 16 años","Hombres",8940
"546",546,2017,"Renta neta media por persona","Menores de 16 años","Hombres",8358
"547",547,2016,"Renta neta media por persona","Menores de 16 años","Hombres",8100
"548",548,2015,"Renta neta media por persona","Menores de 16 años","Hombres",7713
"549",549,2014,"Renta neta media por persona","Menores de 16 años","Hombres",7643
"550",550,2013,"Renta neta media por persona","Menores de 16 años","Hombres",7593
"551",551,2012,"Renta neta media por persona","Menores de 16 años","Hombres",8146
"552",552,2011,"Renta neta media por persona","Menores de 16 años","Hombres",8325
"553",553,2010,"Renta neta media por persona","Menores de 16 años","Hombres",8478
"554",554,2009,"Renta neta media por persona","Menores de 16 años","Hombres",8574
"555",555,2008,"Renta neta media por persona","Menores de 16 años","Hombres",8044
"556",556,2022,"Renta media por unidad de consumo","Menores de 16 años","Hombres",17233
"557",557,2021,"Renta media por unidad de consumo","Menores de 16 años","Hombres",16260
"558",558,2020,"Renta media por unidad de consumo","Menores de 16 años","Hombres",16131
"559",559,2019,"Renta media por unidad de consumo","Menores de 16 años","Hombres",16171
"560",560,2018,"Renta media por unidad de consumo","Menores de 16 años","Hombres",16205
"561",561,2017,"Renta media por unidad de consumo","Menores de 16 años","Hombres",15096
"562",562,2016,"Renta media por unidad de consumo","Menores de 16 años","Hombres",14687
"563",563,2015,"Renta media por unidad de consumo","Menores de 16 años","Hombres",13956
"564",564,2014,"Renta media por unidad de consumo","Menores de 16 años","Hombres",13864
"565",565,2013,"Renta media por unidad de consumo","Menores de 16 años","Hombres",13774
"566",566,2012,"Renta media por unidad de consumo","Menores de 16 años","Hombres",14828
"567",567,2011,"Renta media por unidad de consumo","Menores de 16 años","Hombres",15120
"568",568,2010,"Renta media por unidad de consumo","Menores de 16 años","Hombres",15397
"569",569,2009,"Renta media por unidad de consumo","Menores de 16 años","Hombres",15578
"570",570,2008,"Renta media por unidad de consumo","Menores de 16 años","Hombres",14583
"571",571,2022,"Renta media por persona (con alquiler imputado)","Menores de 16 años","Hombres",10655
"572",572,2021,"Renta media por persona (con alquiler imputado)","Menores de 16 años","Hombres",10081
"573",573,2020,"Renta media por persona (con alquiler imputado)","Menores de 16 años","Hombres",10060
"574",574,2019,"Renta media por persona (con alquiler imputado)","Menores de 16 años","Hombres",10107
"575",575,2018,"Renta media por persona (con alquiler imputado)","Menores de 16 años","Hombres",10075
"576",576,2017,"Renta media por persona (con alquiler imputado)","Menores de 16 años","Hombres",9419
"577",577,2016,"Renta media por persona (con alquiler imputado)","Menores de 16 años","Hombres",9064
"578",578,2015,"Renta media por persona (con alquiler imputado)","Menores de 16 años","Hombres",8626
"579",579,2014,"Renta media por persona (con alquiler imputado)","Menores de 16 años","Hombres",8549
"580",580,2013,"Renta media por persona (con alquiler imputado)","Menores de 16 años","Hombres",8442
"581",581,2012,"Renta media por persona (con alquiler imputado)","Menores de 16 años","Hombres",9002
"582",582,2011,"Renta media por persona (con alquiler imputado)","Menores de 16 años","Hombres",9295
"583",583,2010,"Renta media por persona (con alquiler imputado)","Menores de 16 años","Hombres",9435
"584",584,2009,"Renta media por persona (con alquiler imputado)","Menores de 16 años","Hombres",9409
"585",585,2008,"Renta media por persona (con alquiler imputado)","Menores de 16 años","Hombres",8928
"586",586,2022,"Renta media por unidad de consumo (con alquiler imputado)","Menores de 16 años","Hombres",19420
"587",587,2021,"Renta media por unidad de consumo (con alquiler imputado)","Menores de 16 años","Hombres",18336
"588",588,2020,"Renta media por unidad de consumo (con alquiler imputado)","Menores de 16 años","Hombres",18245
"589",589,2019,"Renta media por unidad de consumo (con alquiler imputado)","Menores de 16 años","Hombres",18277
"590",590,2018,"Renta media por unidad de consumo (con alquiler imputado)","Menores de 16 años","Hombres",18242
"591",591,2017,"Renta media por unidad de consumo (con alquiler imputado)","Menores de 16 años","Hombres",16996
"592",592,2016,"Renta media por unidad de consumo (con alquiler imputado)","Menores de 16 años","Hombres",16416
"593",593,2015,"Renta media por unidad de consumo (con alquiler imputado)","Menores de 16 años","Hombres",15594
"594",594,2014,"Renta media por unidad de consumo (con alquiler imputado)","Menores de 16 años","Hombres",15488
"595",595,2013,"Renta media por unidad de consumo (con alquiler imputado)","Menores de 16 años","Hombres",15297
"596",596,2012,"Renta media por unidad de consumo (con alquiler imputado)","Menores de 16 años","Hombres",16367
"597",597,2011,"Renta media por unidad de consumo (con alquiler imputado)","Menores de 16 años","Hombres",16865
"598",598,2010,"Renta media por unidad de consumo (con alquiler imputado)","Menores de 16 años","Hombres",17121
"599",599,2009,"Renta media por unidad de consumo (con alquiler imputado)","Menores de 16 años","Hombres",17076
"600",600,2008,"Renta media por unidad de consumo (con alquiler imputado)","Menores de 16 años","Hombres",16172
"601",601,2022,"Renta neta media por persona","De 16 a 29 años","Hombres",11825
"602",602,2021,"Renta neta media por persona","De 16 a 29 años","Hombres",10967
"603",603,2020,"Renta neta media por persona","De 16 a 29 años","Hombres",10897
"604",604,2019,"Renta neta media por persona","De 16 a 29 años","Hombres",10267
"605",605,2018,"Renta neta media por persona","De 16 a 29 años","Hombres",10510
"606",606,2017,"Renta neta media por persona","De 16 a 29 años","Hombres",9813
"607",607,2016,"Renta neta media por persona","De 16 a 29 años","Hombres",9341
"608",608,2015,"Renta neta media por persona","De 16 a 29 años","Hombres",8908
"609",609,2014,"Renta neta media por persona","De 16 a 29 años","Hombres",8971
"610",610,2013,"Renta neta media por persona","De 16 a 29 años","Hombres",9472
"611",611,2012,"Renta neta media por persona","De 16 a 29 años","Hombres",9916
"612",612,2011,"Renta neta media por persona","De 16 a 29 años","Hombres",10333
"613",613,2010,"Renta neta media por persona","De 16 a 29 años","Hombres",10972
"614",614,2009,"Renta neta media por persona","De 16 a 29 años","Hombres",11181
"615",615,2008,"Renta neta media por persona","De 16 a 29 años","Hombres",10534
"616",616,2022,"Renta media por unidad de consumo","De 16 a 29 años","Hombres",18281
"617",617,2021,"Renta media por unidad de consumo","De 16 a 29 años","Hombres",16925
"618",618,2020,"Renta media por unidad de consumo","De 16 a 29 años","Hombres",16792
"619",619,2019,"Renta media por unidad de consumo","De 16 a 29 años","Hombres",15722
"620",620,2018,"Renta media por unidad de consumo","De 16 a 29 años","Hombres",16061
"621",621,2017,"Renta media por unidad de consumo","De 16 a 29 años","Hombres",14974
"622",622,2016,"Renta media por unidad de consumo","De 16 a 29 años","Hombres",14391
"623",623,2015,"Renta media por unidad de consumo","De 16 a 29 años","Hombres",13672
"624",624,2014,"Renta media por unidad de consumo","De 16 a 29 años","Hombres",13806
"625",625,2013,"Renta media por unidad de consumo","De 16 a 29 años","Hombres",14448
"626",626,2012,"Renta media por unidad de consumo","De 16 a 29 años","Hombres",15087
"627",627,2011,"Renta media por unidad de consumo","De 16 a 29 años","Hombres",15844
"628",628,2010,"Renta media por unidad de consumo","De 16 a 29 años","Hombres",16720
"629",629,2009,"Renta media por unidad de consumo","De 16 a 29 años","Hombres",17151
"630",630,2008,"Renta media por unidad de consumo","De 16 a 29 años","Hombres",16198
"631",631,2022,"Renta media por persona (con alquiler imputado)","De 16 a 29 años","Hombres",13336
"632",632,2021,"Renta media por persona (con alquiler imputado)","De 16 a 29 años","Hombres",12395
"633",633,2020,"Renta media por persona (con alquiler imputado)","De 16 a 29 años","Hombres",12288
"634",634,2019,"Renta media por persona (con alquiler imputado)","De 16 a 29 años","Hombres",11629
"635",635,2018,"Renta media por persona (con alquiler imputado)","De 16 a 29 años","Hombres",11881
"636",636,2017,"Renta media por persona (con alquiler imputado)","De 16 a 29 años","Hombres",11159
"637",637,2016,"Renta media por persona (con alquiler imputado)","De 16 a 29 años","Hombres",10543
"638",638,2015,"Renta media por persona (con alquiler imputado)","De 16 a 29 años","Hombres",10090
"639",639,2014,"Renta media por persona (con alquiler imputado)","De 16 a 29 años","Hombres",10154
"640",640,2013,"Renta media por persona (con alquiler imputado)","De 16 a 29 años","Hombres",10610
"641",641,2012,"Renta media por persona (con alquiler imputado)","De 16 a 29 años","Hombres",11055
"642",642,2011,"Renta media por persona (con alquiler imputado)","De 16 a 29 años","Hombres",11577
"643",643,2010,"Renta media por persona (con alquiler imputado)","De 16 a 29 años","Hombres",12227
"644",644,2009,"Renta media por persona (con alquiler imputado)","De 16 a 29 años","Hombres",12285
