"","Sexo","Edad","Tipo de jornada","Tipo de dato","Periodo","Total"
"315","Ambos sexos","De 25 a 29 años","Total","Valor absoluto",2014,"1.616,8"
"316","Ambos sexos","De 25 a 29 años","Total","Valor absoluto",2013,"1.628"
"317","Ambos sexos","De 25 a 29 años","Total","Valor absoluto",2012,"1.771,2"
"318","Ambos sexos","De 25 a 29 años","Total","Valor absoluto",2011,"1.998,7"
"319","Ambos sexos","De 25 a 29 años","Total","Valor absoluto",2010,"2.161"
"320","Ambos sexos","De 25 a 29 años","Total","Valor absoluto",2009,"2.356,6"
"321","Ambos sexos","De 25 a 29 años","Total","Valor absoluto",2008,"2.714,9"
"322","Ambos sexos","De 25 a 29 años","Total","Valor absoluto",2007,"2.895,1"
"323","Ambos sexos","De 25 a 29 años","Total","Valor absoluto",2006,"2.878,8"
"324","Ambos sexos","De 25 a 29 años","Total","Porcentaje",2022,"100"
"325","Ambos sexos","De 25 a 29 años","Total","Porcentaje",2021,"100"
"326","Ambos sexos","De 25 a 29 años","Total","Porcentaje",2020,"100"
"327","Ambos sexos","De 25 a 29 años","Total","Porcentaje",2019,"100"
"328","Ambos sexos","De 25 a 29 años","Total","Porcentaje",2018,"100"
"329","Ambos sexos","De 25 a 29 años","Total","Porcentaje",2017,"100"
"330","Ambos sexos","De 25 a 29 años","Total","Porcentaje",2016,"100"
"331","Ambos sexos","De 25 a 29 años","Total","Porcentaje",2015,"100"
"332","Ambos sexos","De 25 a 29 años","Total","Porcentaje",2014,"100"
"333","Ambos sexos","De 25 a 29 años","Total","Porcentaje",2013,"100"
"334","Ambos sexos","De 25 a 29 años","Total","Porcentaje",2012,"100"
"335","Ambos sexos","De 25 a 29 años","Total","Porcentaje",2011,"100"
"336","Ambos sexos","De 25 a 29 años","Total","Porcentaje",2010,"100"
"337","Ambos sexos","De 25 a 29 años","Total","Porcentaje",2009,"100"
"338","Ambos sexos","De 25 a 29 años","Total","Porcentaje",2008,"100"
"339","Ambos sexos","De 25 a 29 años","Total","Porcentaje",2007,"100"
"340","Ambos sexos","De 25 a 29 años","Total","Porcentaje",2006,"100"
"341","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Valor absoluto",2022,"1.447,2"
"342","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Valor absoluto",2021,"1.349,4"
"343","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Valor absoluto",2020,"1.303,6"
"344","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Valor absoluto",2019,"1.370,8"
"345","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Valor absoluto",2018,"1.348,7"
"346","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Valor absoluto",2017,"1.283,8"
"347","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Valor absoluto",2016,"1.247"
"348","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Valor absoluto",2015,"1.221,3"
"349","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Valor absoluto",2014,"1.250,3"
"350","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Valor absoluto",2013,"1.278,8"
"351","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Valor absoluto",2012,"1.442,5"
"352","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Valor absoluto",2011,"1.680,8"
"353","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Valor absoluto",2010,"1.853,5"
"354","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Valor absoluto",2009,"2.056,2"
"355","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Valor absoluto",2008,"2.415,1"
"356","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Valor absoluto",2007,"2.572,7"
"357","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Valor absoluto",2006,"2.550,4"
"358","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Porcentaje",2022,"82,6"
"359","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Porcentaje",2021,"81,3"
"360","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Porcentaje",2020,"81,8"
"361","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Porcentaje",2019,"80,6"
"362","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Porcentaje",2018,"80,6"
"363","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Porcentaje",2017,"78,9"
"364","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Porcentaje",2016,"78,3"
"365","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Porcentaje",2015,"77,4"
"366","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Porcentaje",2014,"77,3"
"367","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Porcentaje",2013,"78,6"
"368","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Porcentaje",2012,"81,4"
"369","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Porcentaje",2011,"84,1"
"370","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Porcentaje",2010,"85,8"
"371","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Porcentaje",2009,"87,3"
"372","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Porcentaje",2008,"89"
"373","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Porcentaje",2007,"88,9"
"374","Ambos sexos","De 25 a 29 años","Jornada a tiempo completo","Porcentaje",2006,"88,6"
"375","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Valor absoluto",2022,"304,4"
"376","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Valor absoluto",2021,"311,4"
"377","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Valor absoluto",2020,"290,9"
"378","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Valor absoluto",2019,"330,9"
"379","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Valor absoluto",2018,"324,3"
"380","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Valor absoluto",2017,"342,3"
"381","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Valor absoluto",2016,"345,5"
"382","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Valor absoluto",2015,"356,3"
"383","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Valor absoluto",2014,"366,5"
"384","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Valor absoluto",2013,"349,2"
"385","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Valor absoluto",2012,"328,8"
"386","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Valor absoluto",2011,"318"
"387","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Valor absoluto",2010,"307,5"
"388","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Valor absoluto",2009,"300,4"
"389","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Valor absoluto",2008,"299,8"
"390","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Valor absoluto",2007,"322,3"
"391","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Valor absoluto",2006,"328,4"
"392","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Porcentaje",2022,"17,4"
"393","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Porcentaje",2021,"18,7"
"394","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Porcentaje",2020,"18,2"
"395","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Porcentaje",2019,"19,4"
"396","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Porcentaje",2018,"19,4"
"397","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Porcentaje",2017,"21,1"
"398","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Porcentaje",2016,"21,7"
"399","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Porcentaje",2015,"22,6"
"400","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Porcentaje",2014,"22,7"
"401","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Porcentaje",2013,"21,4"
"402","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Porcentaje",2012,"18,6"
"403","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Porcentaje",2011,"15,9"
"404","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Porcentaje",2010,"14,2"
"405","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Porcentaje",2009,"12,7"
"406","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Porcentaje",2008,"11"
"407","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Porcentaje",2007,"11,1"
"408","Ambos sexos","De 25 a 29 años","Jornada a tiempo parcial","Porcentaje",2006,"11,4"
"409","Ambos sexos","De 30 a 34 años","Total","Valor absoluto",2022,"2.082,6"
"410","Ambos sexos","De 30 a 34 años","Total","Valor absoluto",2021,"2.017"
"411","Ambos sexos","De 30 a 34 años","Total","Valor absoluto",2020,"1.979,5"
"412","Ambos sexos","De 30 a 34 años","Total","Valor absoluto",2019,"2.119,1"
"413","Ambos sexos","De 30 a 34 años","Total","Valor absoluto",2018,"2.113,9"
"414","Ambos sexos","De 30 a 34 años","Total","Valor absoluto",2017,"2.131,9"
"415","Ambos sexos","De 30 a 34 años","Total","Valor absoluto",2016,"2.183,8"
"416","Ambos sexos","De 30 a 34 años","Total","Valor absoluto",2015,"2.262"
"417","Ambos sexos","De 30 a 34 años","Total","Valor absoluto",2014,"2.309,6"
"418","Ambos sexos","De 30 a 34 años","Total","Valor absoluto",2013,"2.388"
"419","Ambos sexos","De 30 a 34 años","Total","Valor absoluto",2012,"2.560"
"420","Ambos sexos","De 30 a 34 años","Total","Valor absoluto",2011,"2.780,7"
"421","Ambos sexos","De 30 a 34 años","Total","Valor absoluto",2010,"2.921,9"
"422","Ambos sexos","De 30 a 34 años","Total","Valor absoluto",2009,"3.022,2"
"423","Ambos sexos","De 30 a 34 años","Total","Valor absoluto",2008,"3.264,9"
"424","Ambos sexos","De 30 a 34 años","Total","Valor absoluto",2007,"3.255,9"
"425","Ambos sexos","De 30 a 34 años","Total","Valor absoluto",2006,"3.117,6"
"426","Ambos sexos","De 30 a 34 años","Total","Porcentaje",2022,"100"
"427","Ambos sexos","De 30 a 34 años","Total","Porcentaje",2021,"100"
"428","Ambos sexos","De 30 a 34 años","Total","Porcentaje",2020,"100"
"429","Ambos sexos","De 30 a 34 años","Total","Porcentaje",2019,"100"
"430","Ambos sexos","De 30 a 34 años","Total","Porcentaje",2018,"100"
"431","Ambos sexos","De 30 a 34 años","Total","Porcentaje",2017,"100"
"432","Ambos sexos","De 30 a 34 años","Total","Porcentaje",2016,"100"
"433","Ambos sexos","De 30 a 34 años","Total","Porcentaje",2015,"100"
"434","Ambos sexos","De 30 a 34 años","Total","Porcentaje",2014,"100"
"435","Ambos sexos","De 30 a 34 años","Total","Porcentaje",2013,"100"
"436","Ambos sexos","De 30 a 34 años","Total","Porcentaje",2012,"100"
"437","Ambos sexos","De 30 a 34 años","Total","Porcentaje",2011,"100"
"438","Ambos sexos","De 30 a 34 años","Total","Porcentaje",2010,"100"
"439","Ambos sexos","De 30 a 34 años","Total","Porcentaje",2009,"100"
"440","Ambos sexos","De 30 a 34 años","Total","Porcentaje",2008,"100"
"441","Ambos sexos","De 30 a 34 años","Total","Porcentaje",2007,"100"
"442","Ambos sexos","De 30 a 34 años","Total","Porcentaje",2006,"100"
"443","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Valor absoluto",2022,"1.819,3"
"444","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Valor absoluto",2021,"1.736,3"
"445","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Valor absoluto",2020,"1.692,7"
"446","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Valor absoluto",2019,"1.798,8"
"447","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Valor absoluto",2018,"1.799,7"
"448","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Valor absoluto",2017,"1.810,5"
"449","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Valor absoluto",2016,"1.845,3"
"450","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Valor absoluto",2015,"1.899,9"
"451","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Valor absoluto",2014,"1.936,9"
"452","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Valor absoluto",2013,"2.015"
"453","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Valor absoluto",2012,"2.213,5"
"454","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Valor absoluto",2011,"2.427,5"
"455","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Valor absoluto",2010,"2.592,8"
"456","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Valor absoluto",2009,"2.682,2"
"457","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Valor absoluto",2008,"2.943,4"
"458","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Valor absoluto",2007,"2.930,2"
"459","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Valor absoluto",2006,"2.789,5"
"460","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Porcentaje",2022,"87,4"
"461","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Porcentaje",2021,"86,1"
"462","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Porcentaje",2020,"85,5"
"463","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Porcentaje",2019,"84,9"
"464","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Porcentaje",2018,"85,1"
"465","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Porcentaje",2017,"84,9"
"466","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Porcentaje",2016,"84,5"
"467","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Porcentaje",2015,"84"
"468","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Porcentaje",2014,"83,9"
"469","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Porcentaje",2013,"84,4"
"470","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Porcentaje",2012,"86,5"
"471","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Porcentaje",2011,"87,3"
"472","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Porcentaje",2010,"88,7"
"473","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Porcentaje",2009,"88,7"
"474","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Porcentaje",2008,"90,2"
"475","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Porcentaje",2007,"90"
"476","Ambos sexos","De 30 a 34 años","Jornada a tiempo completo","Porcentaje",2006,"89,5"
"477","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Valor absoluto",2022,"263,3"
"478","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Valor absoluto",2021,"280,7"
"479","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Valor absoluto",2020,"286,8"
"480","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Valor absoluto",2019,"320,3"
"481","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Valor absoluto",2018,"314,2"
"482","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Valor absoluto",2017,"321,4"
"483","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Valor absoluto",2016,"338,6"
"484","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Valor absoluto",2015,"362"
"485","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Valor absoluto",2014,"372,7"
"486","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Valor absoluto",2013,"373,1"
"487","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Valor absoluto",2012,"346,5"
"488","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Valor absoluto",2011,"353,2"
"489","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Valor absoluto",2010,"329,1"
"490","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Valor absoluto",2009,"340"
"491","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Valor absoluto",2008,"321,5"
"492","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Valor absoluto",2007,"325,6"
"493","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Valor absoluto",2006,"328,1"
"494","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Porcentaje",2022,"12,6"
"495","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Porcentaje",2021,"13,9"
"496","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Porcentaje",2020,"14,5"
"497","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Porcentaje",2019,"15,1"
"498","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Porcentaje",2018,"14,9"
"499","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Porcentaje",2017,"15,1"
"500","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Porcentaje",2016,"15,5"
"501","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Porcentaje",2015,"16"
"502","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Porcentaje",2014,"16,1"
"503","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Porcentaje",2013,"15,6"
"504","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Porcentaje",2012,"13,5"
"505","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Porcentaje",2011,"12,7"
"506","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Porcentaje",2010,"11,3"
"507","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Porcentaje",2009,"11,3"
"508","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Porcentaje",2008,"9,8"
"509","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Porcentaje",2007,"10"
"510","Ambos sexos","De 30 a 34 años","Jornada a tiempo parcial","Porcentaje",2006,"10,5"
"511","Ambos sexos","De 35 a 39 años","Total","Valor absoluto",2022,"2.373"
"512","Ambos sexos","De 35 a 39 años","Total","Valor absoluto",2021,"2.413,3"
"513","Ambos sexos","De 35 a 39 años","Total","Valor absoluto",2020,"2.444,7"
"514","Ambos sexos","De 35 a 39 años","Total","Valor absoluto",2019,"2.664,2"
"515","Ambos sexos","De 35 a 39 años","Total","Valor absoluto",2018,"2.720,4"
"516","Ambos sexos","De 35 a 39 años","Total","Valor absoluto",2017,"2.801,2"
"517","Ambos sexos","De 35 a 39 años","Total","Valor absoluto",2016,"2.853,1"
"518","Ambos sexos","De 35 a 39 años","Total","Valor absoluto",2015,"2.862,5"
"519","Ambos sexos","De 35 a 39 años","Total","Valor absoluto",2014,"2.838"
"520","Ambos sexos","De 35 a 39 años","Total","Valor absoluto",2013,"2.818,2"
"521","Ambos sexos","De 35 a 39 años","Total","Valor absoluto",2012,"2.870,3"
"522","Ambos sexos","De 35 a 39 años","Total","Valor absoluto",2011,"2.940,3"
"523","Ambos sexos","De 35 a 39 años","Total","Valor absoluto",2010,"2.901,6"
"524","Ambos sexos","De 35 a 39 años","Total","Valor absoluto",2009,"2.886,2"
"525","Ambos sexos","De 35 a 39 años","Total","Valor absoluto",2008,"3.019,2"
"526","Ambos sexos","De 35 a 39 años","Total","Valor absoluto",2007,"3.001,3"
"527","Ambos sexos","De 35 a 39 años","Total","Valor absoluto",2006,"2.906,9"
"528","Ambos sexos","De 35 a 39 años","Total","Porcentaje",2022,"100"
"529","Ambos sexos","De 35 a 39 años","Total","Porcentaje",2021,"100"
"530","Ambos sexos","De 35 a 39 años","Total","Porcentaje",2020,"100"
"531","Ambos sexos","De 35 a 39 años","Total","Porcentaje",2019,"100"
"532","Ambos sexos","De 35 a 39 años","Total","Porcentaje",2018,"100"
"533","Ambos sexos","De 35 a 39 años","Total","Porcentaje",2017,"100"
"534","Ambos sexos","De 35 a 39 años","Total","Porcentaje",2016,"100"
"535","Ambos sexos","De 35 a 39 años","Total","Porcentaje",2015,"100"
"536","Ambos sexos","De 35 a 39 años","Total","Porcentaje",2014,"100"
"537","Ambos sexos","De 35 a 39 años","Total","Porcentaje",2013,"100"
"538","Ambos sexos","De 35 a 39 años","Total","Porcentaje",2012,"100"
"539","Ambos sexos","De 35 a 39 años","Total","Porcentaje",2011,"100"
"540","Ambos sexos","De 35 a 39 años","Total","Porcentaje",2010,"100"
"541","Ambos sexos","De 35 a 39 años","Total","Porcentaje",2009,"100"
"542","Ambos sexos","De 35 a 39 años","Total","Porcentaje",2008,"100"
"543","Ambos sexos","De 35 a 39 años","Total","Porcentaje",2007,"100"
"544","Ambos sexos","De 35 a 39 años","Total","Porcentaje",2006,"100"
"545","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Valor absoluto",2022,"2.082,5"
"546","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Valor absoluto",2021,"2.089,8"
"547","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Valor absoluto",2020,"2.121,6"
"548","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Valor absoluto",2019,"2.296,8"
"549","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Valor absoluto",2018,"2.347,9"
"550","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Valor absoluto",2017,"2.411,1"
"551","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Valor absoluto",2016,"2.448,8"
"552","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Valor absoluto",2015,"2.437"
"553","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Valor absoluto",2014,"2.416"
"554","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Valor absoluto",2013,"2.405,9"
"555","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Valor absoluto",2012,"2.474,2"
"556","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Valor absoluto",2011,"2.572,4"
"557","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Valor absoluto",2010,"2.540"
"558","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Valor absoluto",2009,"2.525,3"
"559","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Valor absoluto",2008,"2.679,9"
"560","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Valor absoluto",2007,"2.675,7"
"561","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Valor absoluto",2006,"2.597"
"562","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Porcentaje",2022,"87,8"
"563","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Porcentaje",2021,"86,6"
"564","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Porcentaje",2020,"86,8"
"565","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Porcentaje",2019,"86,2"
"566","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Porcentaje",2018,"86,3"
"567","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Porcentaje",2017,"86,1"
"568","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Porcentaje",2016,"85,8"
"569","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Porcentaje",2015,"85,1"
"570","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Porcentaje",2014,"85,1"
"571","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Porcentaje",2013,"85,4"
"572","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Porcentaje",2012,"86,2"
"573","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Porcentaje",2011,"87,5"
"574","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Porcentaje",2010,"87,5"
"575","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Porcentaje",2009,"87,5"
"576","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Porcentaje",2008,"88,8"
"577","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Porcentaje",2007,"89,2"
"578","Ambos sexos","De 35 a 39 años","Jornada a tiempo completo","Porcentaje",2006,"89,3"
"579","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Valor absoluto",2022,"290,5"
"580","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Valor absoluto",2021,"323,6"
"581","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Valor absoluto",2020,"323"
"582","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Valor absoluto",2019,"367,4"
"583","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Valor absoluto",2018,"372,5"
"584","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Valor absoluto",2017,"390,1"
"585","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Valor absoluto",2016,"404,3"
"586","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Valor absoluto",2015,"425,5"
"587","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Valor absoluto",2014,"422"
"588","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Valor absoluto",2013,"412,2"
"589","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Valor absoluto",2012,"396,1"
"590","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Valor absoluto",2011,"367,9"
"591","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Valor absoluto",2010,"361,6"
"592","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Valor absoluto",2009,"360,9"
"593","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Valor absoluto",2008,"339,3"
"594","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Valor absoluto",2007,"325,6"
"595","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Valor absoluto",2006,"309,9"
"596","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Porcentaje",2022,"12,2"
"597","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Porcentaje",2021,"13,4"
"598","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Porcentaje",2020,"13,2"
"599","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Porcentaje",2019,"13,8"
"600","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Porcentaje",2018,"13,7"
"601","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Porcentaje",2017,"13,9"
"602","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Porcentaje",2016,"14,2"
"603","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Porcentaje",2015,"14,9"
"604","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Porcentaje",2014,"14,9"
"605","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Porcentaje",2013,"14,6"
"606","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Porcentaje",2012,"13,8"
"607","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Porcentaje",2011,"12,5"
"608","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Porcentaje",2010,"12,5"
"609","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Porcentaje",2009,"12,5"
"610","Ambos sexos","De 35 a 39 años","Jornada a tiempo parcial","Porcentaje",2008,"11,2"
